house_id,date,date_range,time,white_goods,entertainment,air_conditioners,lighting,ev_charges,meter_reading,consumed_power,fridge,washing_machine,microwave,dishwasher,tv,wifi,laptop,chargers,lighting,fans,ac
1,2024-01-01,jan_1,00:00:00,0.082,0.0049,0.9901,0.0,0.0,67548.077,1.077,0.082,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.9901
1,2024-01-01,jan_1,00:30:00,0.572,0.0049,1.0091,0.0,0.0,67549.663,1.586,0.0717,0.0,0.5003,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,1.0091
1,2024-01-01,jan_1,01:00:00,0.57,0.014,1.0448,0.0,0.0,67551.2918,1.6288,0.0746,0.0,0.4954,0.0,0.0,0.0048,0.0,0.0092,0.0,0.0,1.0448
1,2024-01-01,jan_1,01:30:00,0.0737,0.0152,0.9477,0.0,0.0,67552.3284,1.0366,0.0737,0.0,0.0,0.0,0.0,0.0052,0.0,0.01,0.0,0.0,0.9477
1,2024-01-01,jan_1,02:00:00,0.0728,0.0046,1.0906,0.0,0.0,67553.4964,1.168,0.0728,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,0.0,1.0906
1,2024-01-01,jan_1,02:30:00,0.6026,0.0149,1.0115,0.0,0.0,67555.1254,1.629,0.0739,0.0,0.5287,0.0,0.0,0.0046,0.0,0.0103,0.0,0.0,1.0115
1,2024-01-01,jan_1,03:00:00,0.0694,0.0147,0.9074,0.0,0.0,67556.1169,0.9915,0.0694,0.0,0.0,0.0,0.0,0.0045,0.0,0.0102,0.0,0.0,0.9074
1,2024-01-01,jan_1,03:30:00,0.0777,0.0153,0.9235,0.0,0.0,67557.1334,1.0165,0.0777,0.0,0.0,0.0,0.0,0.0045,0.0,0.0108,0.0,0.0,0.9235
1,2024-01-01,jan_1,04:00:00,0.0705,0.0143,0.9081,0.0,0.0,67558.1263,0.9929,0.0705,0.0,0.0,0.0,0.0,0.0048,0.0,0.0095,0.0,0.0,0.9081
1,2024-01-01,jan_1,04:30:00,0.6029,0.0146,0.9674,0.0,0.0,67559.7112,1.5849,0.0805,0.0,0.5224,0.0,0.0,0.0047,0.0,0.0099,0.0,0.0,0.9674
1,2024-01-01,jan_1,05:00:00,0.6054,0.0054,0.9121,0.0,0.0,67561.2341,1.5229,0.0816,0.0,0.5238,0.0,0.0,0.0054,0.0,0.0,0.0,0.0,0.9121
1,2024-01-01,jan_1,05:30:00,0.6282,0.0141,0.9599,0.0,0.0,67562.8363,1.6022,0.0688,0.0,0.5594,0.0,0.0,0.005,0.0,0.0091,0.0,0.0,0.9599
1,2024-01-01,jan_1,06:00:00,0.0771,0.0151,0.0229,0.0,0.0,67562.9514,0.1151,0.0771,0.0,0.0,0.0,0.0,0.005,0.0,0.0101,0.0,0.0229,0.0
1,2024-01-01,jan_1,06:30:00,0.0814,0.0162,0.0225,0.0,0.0,67563.0715,0.1201,0.0814,0.0,0.0,0.0,0.0,0.0053,0.0,0.0109,0.0,0.0225,0.0
1,2024-01-01,jan_1,07:00:00,0.5982,0.0147,0.0252,0.0,0.0,67563.7096,0.6381,0.0716,0.0,0.5266,0.0,0.0,0.0051,0.0,0.0096,0.0,0.0252,0.0
1,2024-01-01,jan_1,07:30:00,0.5936,0.0146,0.0232,0.0,0.0,67564.341,0.6314,0.0725,0.0,0.5211,0.0,0.0,0.005,0.0,0.0096,0.0,0.0232,0.0
1,2024-01-01,jan_1,08:00:00,0.6106,0.0045,0.0272,0.0,0.0,67564.9833,0.6423,0.0803,0.0,0.5303,0.0,0.0,0.0045,0.0,0.0,0.0,0.0272,0.0
1,2024-01-01,jan_1,08:30:00,0.0758,0.0154,0.0256,0.0,0.0,67565.1001,0.1168,0.0758,0.0,0.0,0.0,0.0,0.0049,0.0,0.0105,0.0,0.0256,0.0
1,2024-01-01,jan_1,09:00:00,0.6161,0.0149,0.0234,0.0,0.0,67565.7545,0.6544,0.0743,0.0,0.5418,0.0,0.0,0.0048,0.0,0.0101,0.0,0.0234,0.0
1,2024-01-01,jan_1,09:30:00,0.0676,0.0054,0.0239,0.0,0.0,67565.8514,0.0969,0.0676,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0,0.0239,0.0
1,2024-01-01,jan_1,10:00:00,0.0794,0.0923,0.0256,0.0,0.0,67566.0487,0.1973,0.0794,0.0,0.0,0.0,0.0453,0.005,0.0324,0.0096,0.0,0.0256,0.0
1,2024-01-01,jan_1,10:30:00,0.0817,0.0941,0.0273,0.0,0.0,67566.2518,0.2031,0.0817,0.0,0.0,0.0,0.0494,0.0054,0.0302,0.0091,0.0,0.0273,0.0
1,2024-01-01,jan_1,11:00:00,0.6276,0.0853,0.0259,0.0,0.0,67566.9906,0.7388,0.0743,0.0,0.5533,0.0,0.0498,0.0051,0.0304,0.0,0.0,0.0259,0.0
1,2024-01-01,jan_1,11:30:00,0.5943,0.0925,0.0272,0.0,0.0,67567.7046,0.714,0.0771,0.0,0.5172,0.0,0.0467,0.0046,0.0314,0.0098,0.0,0.0272,0.0
1,2024-01-01,jan_1,12:00:00,0.6567,0.0925,0.0228,0.0,0.0,67568.4766,0.772,0.0803,0.0,0.5764,0.0,0.0499,0.0055,0.0276,0.0095,0.0,0.0228,0.0
1,2024-01-01,jan_1,12:30:00,0.5983,0.0863,0.0239,0.0,0.0,67569.1851,0.7085,0.0799,0.0,0.5184,0.0,0.0506,0.0053,0.0304,0.0,0.0,0.0239,0.0
1,2024-01-01,jan_1,13:00:00,0.6529,0.0878,0.0231,0.0,0.0,67569.9489,0.7638,0.0726,0.0,0.5803,0.0,0.0543,0.0049,0.0286,0.0,0.0,0.0231,0.0
1,2024-01-01,jan_1,13:30:00,0.5734,0.0873,0.0275,0.0,0.0,67570.6371,0.6882,0.0729,0.0,0.5005,0.0,0.0549,0.005,0.0274,0.0,0.0,0.0275,0.0
1,2024-01-01,jan_1,14:00:00,0.6372,0.0943,0.0238,0.0,0.0,67571.3924,0.7553,0.0821,0.0,0.5551,0.0,0.0519,0.0053,0.0272,0.0099,0.0,0.0238,0.0
1,2024-01-01,jan_1,14:30:00,0.6105,0.0922,0.0232,0.0,0.0,67572.1183,0.7259,0.0812,0.0,0.5293,0.0,0.0468,0.0048,0.03,0.0106,0.0,0.0232,0.0
1,2024-01-01,jan_1,15:00:00,0.0729,0.0821,0.0264,0.0,0.0,67572.2997,0.1814,0.0729,0.0,0.0,0.0,0.0456,0.0051,0.0314,0.0,0.0,0.0264,0.0
1,2024-01-01,jan_1,15:30:00,0.6254,0.1003,0.027,0.0,0.0,67573.0524,0.7527,0.0764,0.0,0.549,0.0,0.0544,0.0054,0.0306,0.0099,0.0,0.027,0.0
1,2024-01-01,jan_1,16:00:00,0.6159,0.097,0.0258,0.0,0.0,67573.7911,0.7387,0.0763,0.0,0.5396,0.0,0.0525,0.0052,0.0288,0.0105,0.0,0.0258,0.0
1,2024-01-01,jan_1,16:30:00,0.6722,0.0878,0.0267,0.0,0.0,67574.5778,0.7867,0.0751,0.0,0.5971,0.0,0.0549,0.0052,0.0277,0.0,0.0,0.0267,0.0
1,2024-01-01,jan_1,17:00:00,0.6558,0.0915,0.0239,0.0,0.0,67575.349,0.7712,0.071,0.0,0.5848,0.0,0.0457,0.0047,0.032,0.0091,0.0,0.0239,0.0
1,2024-01-01,jan_1,17:30:00,0.614,0.0813,0.0261,0.0,0.0,67576.0704,0.7214,0.0678,0.0,0.5462,0.0,0.0479,0.0053,0.0281,0.0,0.0,0.0261,0.0
1,2024-01-01,jan_1,18:00:00,0.0781,0.0961,0.0271,0.0386,0.0,67576.3103,0.2399,0.0781,0.0,0.0,0.0,0.0515,0.0046,0.0307,0.0093,0.0386,0.0271,0.0
1,2024-01-01,jan_1,18:30:00,0.61,0.0888,0.0245,0.0404,0.0,67577.074,0.7637,0.08,0.0,0.53,0.0,0.0531,0.0048,0.0309,0.0,0.0404,0.0245,0.0
1,2024-01-01,jan_1,19:00:00,0.0704,0.0969,0.0273,0.0381,0.0,67577.3067,0.2327,0.0704,0.0,0.0,0.0,0.0486,0.005,0.0326,0.0107,0.0381,0.0273,0.0
1,2024-01-01,jan_1,19:30:00,0.636,0.0974,0.0228,0.0403,0.0,67578.1032,0.7965,0.0818,0.0,0.5542,0.0,0.0549,0.005,0.0278,0.0097,0.0403,0.0228,0.0
1,2024-01-01,jan_1,20:00:00,0.6781,0.0924,0.0265,0.0366,0.0,67578.9368,0.8336,0.074,0.0,0.6041,0.0,0.051,0.0048,0.0274,0.0092,0.0366,0.0265,0.0
1,2024-01-01,jan_1,20:30:00,0.645,0.0986,0.0253,0.0395,0.0,67579.7452,0.8084,0.0805,0.0,0.5645,0.0,0.0542,0.0049,0.0292,0.0103,0.0395,0.0253,0.0
1,2024-01-01,jan_1,21:00:00,0.072,0.005,0.027,0.0388,0.0,67579.888,0.1428,0.072,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0388,0.027,0.0
1,2024-01-01,jan_1,21:30:00,0.6571,0.0156,0.0228,0.0407,0.0,67580.6242,0.7362,0.0784,0.0,0.5787,0.0,0.0,0.005,0.0,0.0106,0.0407,0.0228,0.0
1,2024-01-01,jan_1,22:00:00,0.0765,0.015,0.9954,0.0402,0.0,67581.7513,1.1271,0.0765,0.0,0.0,0.0,0.0,0.0055,0.0,0.0095,0.0402,0.0,0.9954
1,2024-01-01,jan_1,22:30:00,0.6469,0.0161,0.9017,0.0363,0.0,67583.3523,1.601,0.0795,0.0,0.5674,0.0,0.0,0.0052,0.0,0.0109,0.0363,0.0,0.9017
1,2024-01-01,jan_1,23:00:00,0.5776,0.005,1.0857,0.0,0.0,67585.0206,1.6683,0.0725,0.0,0.5051,0.0,0.0,0.005,0.0,0.0,0.0,0.0,1.0857
1,2024-01-01,jan_1,23:30:00,0.5771,0.0157,1.0484,0.0,0.0,67586.6618,1.6412,0.0808,0.0,0.4963,0.0,0.0,0.0053,0.0,0.0104,0.0,0.0,1.0484
1,2024-01-02,jan_1,00:00:00,0.0689,0.0138,0.9348,0.0,0.0,67587.6793,1.0175,0.0689,0.0,0.0,0.0,0.0,0.0046,0.0,0.0092,0.0,0.0,0.9348
1,2024-01-02,jan_1,00:30:00,0.0817,0.0153,1.0848,0.0,0.0,67588.8611,1.1818,0.0817,0.0,0.0,0.0,0.0,0.0053,0.0,0.01,0.0,0.0,1.0848
1,2024-01-02,jan_1,01:00:00,0.6249,0.0047,1.0678,0.0,0.0,67590.5585,1.6974,0.0713,0.0,0.5536,0.0,0.0,0.0047,0.0,0.0,0.0,0.0,1.0678
1,2024-01-02,jan_1,01:30:00,0.5707,0.0053,1.0114,0.0,0.0,67592.1459,1.5874,0.0711,0.0,0.4996,0.0,0.0,0.0053,0.0,0.0,0.0,0.0,1.0114
1,2024-01-02,jan_1,02:00:00,0.5864,0.0051,1.0393,0.0,0.0,67593.7767,1.6308,0.0815,0.0,0.5049,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,1.0393
1,2024-01-02,jan_1,02:30:00,0.5854,0.0154,0.9508,0.0,0.0,67595.3283,1.5516,0.075,0.0,0.5104,0.0,0.0,0.0046,0.0,0.0108,0.0,0.0,0.9508
1,2024-01-02,jan_1,03:00:00,0.0717,0.0153,0.9842,0.0,0.0,67596.3995,1.0712,0.0717,0.0,0.0,0.0,0.0,0.0049,0.0,0.0104,0.0,0.0,0.9842
1,2024-01-02,jan_1,03:30:00,0.0764,0.0153,0.989,0.0,0.0,67597.4802,1.0807,0.0764,0.0,0.0,0.0,0.0,0.005,0.0,0.0103,0.0,0.0,0.989
1,2024-01-02,jan_1,04:00:00,0.6244,0.0147,1.0788,0.0,0.0,67599.1981,1.7179,0.0791,0.0,0.5453,0.0,0.0,0.0045,0.0,0.0102,0.0,0.0,1.0788
1,2024-01-02,jan_1,04:30:00,0.0744,0.0047,0.9395,0.0,0.0,67600.2167,1.0186,0.0744,0.0,0.0,0.0,0.0,0.0047,0.0,0.0,0.0,0.0,0.9395
1,2024-01-02,jan_1,05:00:00,0.6543,0.0152,0.9672,0.0,0.0,67601.8534,1.6367,0.0738,0.0,0.5805,0.0,0.0,0.0046,0.0,0.0106,0.0,0.0,0.9672
1,2024-01-02,jan_1,05:30:00,0.074,0.0147,1.0726,0.0,0.0,67603.0147,1.1613,0.074,0.0,0.0,0.0,0.0,0.0047,0.0,0.01,0.0,0.0,1.0726
1,2024-01-02,jan_1,06:00:00,0.0725,0.0155,0.0251,0.0,0.0,67603.1278,0.1131,0.0725,0.0,0.0,0.0,0.0,0.0051,0.0,0.0104,0.0,0.0251,0.0
1,2024-01-02,jan_1,06:30:00,0.0707,0.0054,0.0257,0.0,0.0,67603.2296,0.1018,0.0707,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0,0.0257,0.0
1,2024-01-02,jan_1,07:00:00,0.0726,0.0045,0.0271,0.0,0.0,67603.3338,0.1042,0.0726,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0271,0.0
1,2024-01-02,jan_1,07:30:00,0.0759,0.0055,0.026,0.0,0.0,67603.4412,0.1074,0.0759,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,0.026,0.0
1,2024-01-02,jan_1,08:00:00,0.0774,0.0045,0.0259,0.0,0.0,67603.549,0.1078,0.0774,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0259,0.0
1,2024-01-02,jan_1,08:30:00,0.0731,0.0146,0.0271,0.0,0.0,67603.6638,0.1148,0.0731,0.0,0.0,0.0,0.0,0.0047,0.0,0.0099,0.0,0.0271,0.0
1,2024-01-02,jan_1,09:00:00,0.0794,0.0153,0.0261,0.0,0.0,67603.7846,0.1208,0.0794,0.0,0.0,0.0,0.0,0.0048,0.0,0.0105,0.0,0.0261,0.0
1,2024-01-02,jan_1,09:30:00,0.0676,0.0156,0.0272,0.0,0.0,67603.895,0.1104,0.0676,0.0,0.0,0.0,0.0,0.0049,0.0,0.0107,0.0,0.0272,0.0
1,2024-01-02,jan_1,10:00:00,0.5842,0.088,0.0244,0.0,0.0,67604.5916,0.6966,0.0694,0.0,0.5148,0.0,0.0546,0.0047,0.0287,0.0,0.0,0.0244,0.0
1,2024-01-02,jan_1,10:30:00,0.6054,0.089,0.0269,0.0,0.0,67605.3129,0.7213,0.0791,0.0,0.5263,0.0,0.0465,0.0052,0.0271,0.0102,0.0,0.0269,0.0
1,2024-01-02,jan_1,11:00:00,0.6113,0.0941,0.0241,0.0,0.0,67606.0424,0.7295,0.0824,0.0,0.5289,0.0,0.0511,0.0047,0.0285,0.0098,0.0,0.0241,0.0
1,2024-01-02,jan_1,11:30:00,0.6742,0.0956,0.0263,0.0,0.0,67606.8385,0.7961,0.0697,0.0,0.6045,0.0,0.0515,0.0053,0.0284,0.0104,0.0,0.0263,0.0
1,2024-01-02,jan_1,12:00:00,0.6685,0.088,0.025,0.0,0.0,67607.62,0.7815,0.0754,0.0,0.5931,0.0,0.0451,0.0054,0.0272,0.0103,0.0,0.025,0.0
1,2024-01-02,jan_1,12:30:00,0.0734,0.0796,0.0238,0.0,0.0,67607.7968,0.1768,0.0734,0.0,0.0,0.0,0.0473,0.005,0.0273,0.0,0.0,0.0238,0.0
1,2024-01-02,jan_1,13:00:00,0.646,0.0892,0.0234,0.0,0.0,67608.5554,0.7586,0.0772,0.0,0.5688,0.0,0.0525,0.0046,0.0321,0.0,0.0,0.0234,0.0
1,2024-01-02,jan_1,13:30:00,0.0756,0.0917,0.0239,0.0,0.0,67608.7466,0.1912,0.0756,0.0,0.0,0.0,0.0488,0.0048,0.029,0.0091,0.0,0.0239,0.0
1,2024-01-02,jan_1,14:00:00,0.0763,0.0944,0.0268,0.0,0.0,67608.9441,0.1975,0.0763,0.0,0.0,0.0,0.0482,0.0051,0.0316,0.0095,0.0,0.0268,0.0
1,2024-01-02,jan_1,14:30:00,0.0757,0.0948,0.0252,0.0,0.0,67609.1398,0.1957,0.0757,0.0,0.0,0.0,0.0525,0.0046,0.0274,0.0103,0.0,0.0252,0.0
1,2024-01-02,jan_1,15:00:00,0.0743,0.0808,0.0273,0.0,0.0,67609.3222,0.1824,0.0743,0.0,0.0,0.0,0.0486,0.0047,0.0275,0.0,0.0,0.0273,0.0
