house_id,date,date_range,time,white_goods,entertainment,air_conditioners,lighting,ev_charges,meter_reading,consumed_power,fridge,washing_machine,microwave,dishwasher,tv,wifi,laptop,chargers,fans,ac
1,2024-01-01,jan_1,00:00:00,0.0798,0.0051,0.9599,0.0,0.0,67548.0448,1.0448,0.0798,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,0.9599
1,2024-01-01,jan_1,00:30:00,0.0744,0.005,0.9012,0.0,0.0,67549.0254,0.9806,0.0744,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.9012
1,2024-01-01,jan_1,01:00:00,0.0765,0.0141,1.0082,0.0,0.0,67550.1242,1.0988,0.0765,0.0,0.0,0.0,0.0,0.0048,0.0,0.0093,0.0,1.0082
1,2024-01-01,jan_1,01:30:00,0.0731,0.0045,0.9495,0.0,0.0,67551.1513,1.0271,0.0731,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.9495
1,2024-01-01,jan_1,02:00:00,0.571,0.0052,0.9162,0.0,0.0,67552.6437,1.4924,0.071,0.0,0.5,0.0,0.0,0.0052,0.0,0.0,0.0,0.9162
1,2024-01-01,jan_1,02:30:00,0.0699,0.016,1.045,0.0,0.0,67553.7746,1.1309,0.0699,0.0,0.0,0.0,0.0,0.0053,0.0,0.0107,0.0,1.045
1,2024-01-01,jan_1,03:00:00,0.5727,0.0048,1.0319,0.0,0.0,67555.384,1.6094,0.0731,0.0,0.4996,0.0,0.0,0.0048,0.0,0.0,0.0,1.0319
1,2024-01-01,jan_1,03:30:00,0.0811,0.0046,1.0343,0.0,0.0,67556.504,1.12,0.0811,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,1.0343
1,2024-01-01,jan_1,04:00:00,0.0799,0.0153,0.9022,0.0,0.0,67557.5014,0.9974,0.0799,0.0,0.0,0.0,0.0,0.0047,0.0,0.0106,0.0,0.9022
1,2024-01-01,jan_1,04:30:00,0.0705,0.0153,0.9335,0.0,0.0,67558.5207,1.0193,0.0705,0.0,0.0,0.0,0.0,0.0052,0.0,0.0101,0.0,0.9335
1,2024-01-01,jan_1,05:00:00,0.0789,0.0153,0.9244,0.0,0.0,67559.5393,1.0186,0.0789,0.0,0.0,0.0,0.0,0.0053,0.0,0.01,0.0,0.9244
1,2024-01-01,jan_1,05:30:00,0.0778,0.0053,0.9574,0.0,0.0,67560.5798,1.0405,0.0778,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0,0.9574
1,2024-01-01,jan_1,06:00:00,0.0811,0.0053,0.0272,0.0,0.0,67560.6934,0.1136,0.0811,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0272,0.0
1,2024-01-01,jan_1,06:30:00,0.0784,0.0146,0.0228,0.0,0.0,67560.8092,0.1158,0.0784,0.0,0.0,0.0,0.0,0.0054,0.0,0.0092,0.0228,0.0
1,2024-01-01,jan_1,07:00:00,0.0765,0.0052,0.0243,0.0,0.0,67560.9152,0.106,0.0765,0.0,0.0,0.0,0.0,0.0052,0.0,0.0,0.0243,0.0
1,2024-01-01,jan_1,07:30:00,0.0738,0.0155,0.0273,0.0,0.0,67561.0318,0.1166,0.0738,0.0,0.0,0.0,0.0,0.0049,0.0,0.0106,0.0273,0.0
1,2024-01-01,jan_1,08:00:00,0.6761,0.015,0.0266,0.0,0.0,67561.7495,0.7177,0.0771,0.0,0.599,0.0,0.0,0.0046,0.0,0.0104,0.0266,0.0
1,2024-01-01,jan_1,08:30:00,0.6432,0.0146,0.0272,0.0,0.0,67562.4345,0.685,0.0819,0.0,0.5613,0.0,0.0,0.0051,0.0,0.0095,0.0272,0.0
1,2024-01-01,jan_1,09:00:00,0.6303,0.015,0.0227,0.0,0.0,67563.1025,0.668,0.0767,0.0,0.5536,0.0,0.0,0.0048,0.0,0.0102,0.0227,0.0
1,2024-01-01,jan_1,09:30:00,0.079,0.0054,0.0249,0.0,0.0,67563.2118,0.1093,0.079,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0249,0.0
1,2024-01-01,jan_1,10:00:00,0.6268,0.0953,0.0256,0.0,0.0,67563.9595,0.7477,0.0702,0.0,0.5566,0.0,0.0487,0.005,0.0315,0.0101,0.0256,0.0
1,2024-01-01,jan_1,10:30:00,0.6101,0.0893,0.0241,0.0,0.0,67564.683,0.7235,0.0684,0.0,0.5417,0.0,0.0482,0.0046,0.0274,0.0091,0.0241,0.0
1,2024-01-01,jan_1,11:00:00,0.6072,0.0829,0.024,0.0,0.0,67565.3971,0.7141,0.0752,0.0,0.532,0.0,0.0462,0.0051,0.0316,0.0,0.024,0.0
1,2024-01-01,jan_1,11:30:00,0.074,0.0934,0.0262,0.0,0.0,67565.5907,0.1936,0.074,0.0,0.0,0.0,0.0482,0.0047,0.0302,0.0103,0.0262,0.0
1,2024-01-01,jan_1,12:00:00,0.0755,0.093,0.0227,0.0,0.0,67565.7819,0.1912,0.0755,0.0,0.0,0.0,0.0458,0.0048,0.0315,0.0109,0.0227,0.0
1,2024-01-01,jan_1,12:30:00,0.0779,0.0958,0.0226,0.0,0.0,67565.9782,0.1963,0.0779,0.0,0.0,0.0,0.0493,0.0051,0.032,0.0094,0.0226,0.0
1,2024-01-01,jan_1,13:00:00,0.6758,0.0866,0.0231,0.0,0.0,67566.7637,0.7855,0.081,0.0,0.5948,0.0,0.0499,0.0053,0.0314,0.0,0.0231,0.0
1,2024-01-01,jan_1,13:30:00,0.0788,0.0981,0.0262,0.0,0.0,67566.9668,0.2031,0.0788,0.0,0.0,0.0,0.0538,0.0047,0.0297,0.0099,0.0262,0.0
1,2024-01-01,jan_1,14:00:00,0.0744,0.1005,0.0252,0.0,0.0,67567.1669,0.2001,0.0744,0.0,0.0,0.0,0.0543,0.0047,0.0307,0.0108,0.0252,0.0
1,2024-01-01,jan_1,14:30:00,0.0737,0.0863,0.0271,0.0,0.0,67567.354,0.1871,0.0737,0.0,0.0,0.0,0.0496,0.0048,0.0319,0.0,0.0271,0.0
1,2024-01-01,jan_1,15:00:00,0.0691,0.0806,0.0265,0.0,0.0,67567.5302,0.1762,0.0691,0.0,0.0,0.0,0.0481,0.0046,0.0279,0.0,0.0265,0.0
1,2024-01-01,jan_1,15:30:00,0.0811,0.0889,0.0258,0.0,0.0,67567.726,0.1958,0.0811,0.0,0.0,0.0,0.0516,0.0045,0.0328,0.0,0.0258,0.0
1,2024-01-01,jan_1,16:00:00,0.0769,0.0972,0.0245,0.0,0.0,67567.9246,0.1986,0.0769,0.0,0.0,0.0,0.0499,0.0053,0.0328,0.0092,0.0245,0.0
1,2024-01-01,jan_1,16:30:00,0.0773,0.0888,0.0256,0.0,0.0,67568.1163,0.1917,0.0773,0.0,0.0,0.0,0.053,0.0055,0.0303,0.0,0.0256,0.0
1,2024-01-01,jan_1,17:00:00,0.0752,0.0992,0.0236,0.0,0.0,67568.3143,0.198,0.0752,0.0,0.0,0.0,0.052,0.005,0.0328,0.0094,0.0236,0.0
1,2024-01-01,jan_1,17:30:00,0.0702,0.0815,0.0226,0.0,0.0,67568.4886,0.1743,0.0702,0.0,0.0,0.0,0.0488,0.005,0.0277,0.0,0.0226,0.0
1,2024-01-01,jan_1,18:00:00,0.6118,0.0895,0.0244,0.0,0.0,67569.2143,0.7257,0.0697,0.0,0.5421,0.0,0.054,0.0051,0.0304,0.0,0.0244,0.0
1,2024-01-01,jan_1,18:30:00,0.647,0.0791,0.0274,0.0,0.0,67569.9678,0.7535,0.078,0.0,0.569,0.0,0.0468,0.0053,0.027,0.0,0.0274,0.0
1,2024-01-01,jan_1,19:00:00,0.0788,0.091,0.0263,0.0,0.0,67570.1639,0.1961,0.0788,0.0,0.0,0.0,0.0459,0.005,0.03,0.0101,0.0263,0.0
1,2024-01-01,jan_1,19:30:00,0.0761,0.0921,0.0257,0.0,0.0,67570.3578,0.1939,0.0761,0.0,0.0,0.0,0.0477,0.0046,0.0295,0.0103,0.0257,0.0
1,2024-01-01,jan_1,20:00:00,0.0798,0.094,0.0254,0.0,0.0,67570.557,0.1992,0.0798,0.0,0.0,0.0,0.0505,0.0055,0.0273,0.0107,0.0254,0.0
1,2024-01-01,jan_1,20:30:00,0.6159,0.095,0.0262,0.0,0.0,67571.2941,0.7371,0.0803,0.0,0.5356,0.0,0.05,0.0053,0.0292,0.0105,0.0262,0.0
1,2024-01-01,jan_1,21:00:00,0.608,0.0046,0.0258,0.0,0.0,67571.9325,0.6384,0.0738,0.0,0.5342,0.0,0.0,0.0046,0.0,0.0,0.0258,0.0
1,2024-01-01,jan_1,21:30:00,0.0771,0.0053,0.0244,0.0,0.0,67572.0393,0.1068,0.0771,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0244,0.0
1,2024-01-01,jan_1,22:00:00,0.0732,0.0153,1.0192,0.0,0.0,67573.147,1.1077,0.0732,0.0,0.0,0.0,0.0,0.0055,0.0,0.0098,0.0,1.0192
1,2024-01-01,jan_1,22:30:00,0.5866,0.0158,1.089,0.0,0.0,67574.8384,1.6914,0.0804,0.0,0.5062,0.0,0.0,0.0049,0.0,0.0109,0.0,1.089
1,2024-01-01,jan_1,23:00:00,0.6302,0.0149,0.9383,0.0,0.0,67576.4218,1.5834,0.0724,0.0,0.5578,0.0,0.0,0.0052,0.0,0.0097,0.0,0.9383
1,2024-01-01,jan_1,23:30:00,0.6007,0.0054,0.9722,0.0,0.0,67578.0001,1.5783,0.0811,0.0,0.5196,0.0,0.0,0.0054,0.0,0.0,0.0,0.9722
1,2024-01-02,jan_1,00:00:00,0.6441,0.0048,0.9884,0.0,0.0,67579.6374,1.6373,0.0766,0.0,0.5675,0.0,0.0,0.0048,0.0,0.0,0.0,0.9884
1,2024-01-02,jan_1,00:30:00,0.6314,0.0144,1.0172,0.0,0.0,67581.3004,1.663,0.0763,0.0,0.5551,0.0,0.0,0.0048,0.0,0.0096,0.0,1.0172
1,2024-01-02,jan_1,01:00:00,0.0808,0.0051,1.0227,0.0,0.0,67582.409,1.1086,0.0808,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,1.0227
1,2024-01-02,jan_1,01:30:00,0.072,0.0146,0.9596,0.0,0.0,67583.4552,1.0462,0.072,0.0,0.0,0.0,0.0,0.0046,0.0,0.01,0.0,0.9596
1,2024-01-02,jan_1,02:00:00,0.0819,0.0142,1.0616,0.0,0.0,67584.6129,1.1577,0.0819,0.0,0.0,0.0,0.0,0.0047,0.0,0.0095,0.0,1.0616
1,2024-01-02,jan_1,02:30:00,0.6636,0.0157,1.0754,0.0,0.0,67586.3676,1.7547,0.0715,0.0,0.5921,0.0,0.0,0.0049,0.0,0.0108,0.0,1.0754
1,2024-01-02,jan_1,03:00:00,0.071,0.0051,0.916,0.0,0.0,67587.3597,0.9921,0.071,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,0.916
1,2024-01-02,jan_1,03:30:00,0.0711,0.0151,0.9592,0.0,0.0,67588.4051,1.0454,0.0711,0.0,0.0,0.0,0.0,0.0052,0.0,0.0099,0.0,0.9592
1,2024-01-02,jan_1,04:00:00,0.0706,0.0046,0.9917,0.0,0.0,67589.472,1.0669,0.0706,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,0.9917
1,2024-01-02,jan_1,04:30:00,0.0751,0.0137,0.9741,0.0,0.0,67590.5349,1.0629,0.0751,0.0,0.0,0.0,0.0,0.0046,0.0,0.0091,0.0,0.9741
1,2024-01-02,jan_1,05:00:00,0.0801,0.0051,1.0743,0.0,0.0,67591.6944,1.1595,0.0801,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,1.0743
1,2024-01-02,jan_1,05:30:00,0.074,0.0054,0.9725,0.0,0.0,67592.7463,1.0519,0.074,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0,0.9725
1,2024-01-02,jan_1,06:00:00,0.6594,0.016,0.0232,0.0,0.0,67593.4449,0.6986,0.0768,0.0,0.5826,0.0,0.0,0.0054,0.0,0.0106,0.0232,0.0
1,2024-01-02,jan_1,06:30:00,0.0698,0.0141,0.0269,0.0,0.0,67593.5557,0.1108,0.0698,0.0,0.0,0.0,0.0,0.0048,0.0,0.0093,0.0269,0.0
1,2024-01-02,jan_1,07:00:00,0.5942,0.0047,0.0266,0.0,0.0,67594.1812,0.6255,0.0788,0.0,0.5154,0.0,0.0,0.0047,0.0,0.0,0.0266,0.0
1,2024-01-02,jan_1,07:30:00,0.6781,0.015,0.0269,0.0,0.0,67594.9012,0.72,0.0751,0.0,0.603,0.0,0.0,0.0046,0.0,0.0104,0.0269,0.0
1,2024-01-02,jan_1,08:00:00,0.0721,0.005,0.0236,0.0,0.0,67595.0019,0.1007,0.0721,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0236,0.0
1,2024-01-02,jan_1,08:30:00,0.651,0.0054,0.0255,0.0,0.0,67595.6838,0.6819,0.0767,0.0,0.5743,0.0,0.0,0.0054,0.0,0.0,0.0255,0.0
1,2024-01-02,jan_1,09:00:00,0.0728,0.0051,0.0234,0.0,0.0,67595.7851,0.1013,0.0728,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0234,0.0
1,2024-01-02,jan_1,09:30:00,0.0807,0.0163,0.0255,0.0,0.0,67595.9076,0.1225,0.0807,0.0,0.0,0.0,0.0,0.0054,0.0,0.0109,0.0255,0.0
1,2024-01-02,jan_1,10:00:00,0.0785,0.0885,0.0268,0.0,0.0,67596.1014,0.1938,0.0785,0.0,0.0,0.0,0.0522,0.0048,0.0315,0.0,0.0268,0.0
1,2024-01-02,jan_1,10:30:00,0.6503,0.0951,0.0227,0.0,0.0,67596.8695,0.7681,0.076,0.0,0.5743,0.0,0.05,0.0046,0.0307,0.0098,0.0227,0.0
1,2024-01-02,jan_1,11:00:00,0.6542,0.0984,0.0239,0.0,0.0,67597.646,0.7765,0.0756,0.0,0.5786,0.0,0.0544,0.0046,0.0295,0.0099,0.0239,0.0
1,2024-01-02,jan_1,11:30:00,0.068,0.0932,0.0273,0.0,0.0,67597.8345,0.1885,0.068,0.0,0.0,0.0,0.0466,0.0052,0.0307,0.0107,0.0273,0.0
1,2024-01-02,jan_1,12:00:00,0.0757,0.0957,0.0231,0.0,0.0,67598.029,0.1945,0.0757,0.0,0.0,0.0,0.0526,0.0045,0.0289,0.0097,0.0231,0.0
1,2024-01-02,jan_1,12:30:00,0.082,0.0888,0.0267,0.0,0.0,67598.2265,0.1975,0.082,0.0,0.0,0.0,0.0458,0.0046,0.0286,0.0098,0.0267,0.0
1,2024-01-02,jan_1,13:00:00,0.0783,0.0977,0.0226,0.0,0.0,67598.4251,0.1986,0.0783,0.0,0.0,0.0,0.0503,0.0053,0.0323,0.0098,0.0226,0.0
1,2024-01-02,jan_1,13:30:00,0.6414,0.0913,0.0258,0.0,0.0,67599.1836,0.7585,0.082,0.0,0.5594,0.0,0.0474,0.0052,0.0281,0.0106,0.0258,0.0
1,2024-01-02,jan_1,14:00:00,0.6749,0.0791,0.0237,0.0,0.0,67599.9613,0.7777,0.0755,0.0,0.5994,0.0,0.0469,0.0051,0.0271,0.0,0.0237,0.0
1,2024-01-02,jan_1,14:30:00,0.6435,0.0906,0.0242,0.0,0.0,67600.7196,0.7583,0.0702,0.0,0.5733,0.0,0.0463,0.0047,0.029,0.0106,0.0242,0.0
1,2024-01-02,jan_1,15:00:00,0.5721,0.0854,0.0249,0.0,0.0,67601.402,0.6824,0.0683,0.0,0.5038,0.0,0.0515,0.0048,0.0291,0.0,0.0249,0.0
1,2024-01-02,jan_1,15:30:00,0.6344,0.0814,0.0242,0.0,0.0,67602.142,0.74,0.0817,0.0,0.5527,0.0,0.0477,0.0055,0.0282,0.0,0.0242,0.0
1,2024-01-02,jan_1,16:00:00,0.671,0.0945,0.0239,0.0,0.0,67602.9314,0.7894,0.0785,0.0,0.5925,0.0,0.0512,0.0051,0.0289,0.0093,0.0239,0.0
1,2024-01-02,jan_1,16:30:00,0.071,0.0994,0.0234,0.0,0.0,67603.1252,0.1938,0.071,0.0,0.0,0.0,0.0549,0.0047,0.0289,0.0109,0.0234,0.0
1,2024-01-02,jan_1,17:00:00,0.6617,0.0914,0.0237,0.0,0.0,67603.902,0.7768,0.08,0.0,0.5817,0.0,0.0482,0.0051,0.0286,0.0095,0.0237,0.0
1,2024-01-02,jan_1,17:30:00,0.0808,0.0824,0.0274,0.0,0.0,67604.0926,0.1906,0.0808,0.0,0.0,0.0,0.0479,0.0054,0.0291,0.0,0.0274,0.0
1,2024-01-02,jan_1,18:00:00,0.5987,0.0973,0.0263,0.0,0.0,67604.8149,0.7223,0.0796,0.0,0.5191,0.0,0.0516,0.0047,0.0301,0.0109,0.0263,0.0
1,2024-01-02,jan_1,18:30:00,0.0779,0.0978,0.0228,0.0,0.0,67605.0134,0.1985,0.0779,0.0,0.0,0.0,0.053,0.0049,0.0303,0.0096,0.0228,0.0
1,2024-01-02,jan_1,19:00:00,0.0699,0.0854,0.023,0.0,0.0,67605.1917,0.1783,0.0699,0.0,0.0,0.0,0.0505,0.005,0.0299,0.0,0.023,0.0
1,2024-01-02,jan_1,19:30:00,0.069,0.0839,0.0261,0.0,0.0,67605.3707,0.179,0.069,0.0,0.0,0.0,0.0522,0.0045,0.0272,0.0,0.0261,0.0
1,2024-01-02,jan_1,20:00:00,0.6052,0.0795,0.0264,0.0,0.0,67606.0818,0.7111,0.0707,0.0,0.5345,0.0,0.0467,0.0051,0.0277,0.0,0.0264,0.0
1,2024-01-02,jan_1,20:30:00,0.5805,0.0969,0.0256,0.0,0.0,67606.7848,0.703,0.0747,0.0,0.5058,0.0,0.0526,0.0046,0.0291,0.0106,0.0256,0.0
1,2024-01-02,jan_1,21:00:00,0.5926,0.0158,0.0271,0.0,0.0,67607.4203,0.6355,0.078,0.0,0.5146,0.0,0.0,0.0052,0.0,0.0106,0.0271,0.0
1,2024-01-02,jan_1,21:30:00,0.6243,0.0049,0.0269,0.0,0.0,67608.0764,0.6561,0.0692,0.0,0.5551,0.0,0.0,0.0049,0.0,0.0,0.0269,0.0
1,2024-01-02,jan_1,22:00:00,0.0702,0.0151,1.0409,0.0,0.0,67609.2026,1.1262,0.0702,0.0,0.0,0.0,0.0,0.0053,0.0,0.0098,0.0,1.0409
1,2024-01-02,jan_1,22:30:00,0.0685,0.0055,0.9933,0.0,0.0,67610.2699,1.0673,0.0685,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,0.9933
1,2024-01-02,jan_1,23:00:00,0.6128,0.0154,1.0347,0.0,0.0,67611.9328,1.6629,0.0779,0.0,0.5349,0.0,0.0,0.0049,0.0,0.0105,0.0,1.0347
1,2024-01-02,jan_1,23:30:00,0.6615,0.0136,0.9702,0.0,0.0,67613.5781,1.6453,0.0803,0.0,0.5812,0.0,0.0,0.0046,0.0,0.009,0.0,0.9702
1,2024-01-03,jan_1,00:00:00,0.074,0.0049,0.9696,0.0,0.0,67614.6266,1.0485,0.074,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.0,0.9696
1,2024-01-03,jan_1,00:30:00,0.0751,0.0143,0.9847,0.0,0.0,67615.7007,1.0741,0.0751,0.0,0.0,0.0,0.0,0.0048,0.0,0.0095,0.0,0.9847
1,2024-01-03,jan_1,01:00:00,0.6403,0.0048,0.9549,0.0,0.0,67617.3007,1.6,0.0791,0.0,0.5612,0.0,0.0,0.0048,0.0,0.0,0.0,0.9549
1,2024-01-03,jan_1,01:30:00,0.6117,0.015,1.0211,0.0,0.0,67618.9485,1.6478,0.0776,0.0,0.5341,0.0,0.0,0.0045,0.0,0.0105,0.0,1.0211
1,2024-01-03,jan_1,02:00:00,0.6223,0.0139,1.0161,0.0,0.0,67620.6008,1.6523,0.0704,0.0,0.5519,0.0,0.0,0.0046,0.0,0.0093,0.0,1.0161
1,2024-01-03,jan_1,02:30:00,0.6338,0.014,0.9432,0.0,0.0,67622.1918,1.591,0.0818,0.0,0.552,0.0,0.0,0.0047,0.0,0.0093,0.0,0.9432
1,2024-01-03,jan_1,03:00:00,0.0765,0.0155,0.9287,0.0,0.0,67623.2125,1.0207,0.0765,0.0,0.0,0.0,0.0,0.0051,0.0,0.0104,0.0,0.9287
1,2024-01-03,jan_1,03:30:00,0.0814,0.0154,1.0565,0.0,0.0,67624.3658,1.1533,0.0814,0.0,0.0,0.0,0.0,0.0046,0.0,0.0108,0.0,1.0565
1,2024-01-03,jan_1,04:00:00,0.0691,0.0152,1.0255,0.0,0.0,67625.4756,1.1098,0.0691,0.0,0.0,0.0,0.0,0.0052,0.0,0.01,0.0,1.0255
1,2024-01-03,jan_1,04:30:00,0.0715,0.0053,1.0458,0.0,0.0,67626.5982,1.1226,0.0715,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0,1.0458
1,2024-01-03,jan_1,05:00:00,0.6081,0.0049,1.0256,0.0,0.0,67628.2368,1.6386,0.0727,0.0,0.5354,0.0,0.0,0.0049,0.0,0.0,0.0,1.0256
1,2024-01-03,jan_1,05:30:00,0.6527,0.0046,0.9302,0.0,0.0,67629.8243,1.5875,0.0709,0.0,0.5818,0.0,0.0,0.0046,0.0,0.0,0.0,0.9302
1,2024-01-03,jan_1,06:00:00,0.6389,0.0048,0.0229,0.0,0.0,67630.4909,0.6666,0.0797,0.0,0.5592,0.0,0.0,0.0048,0.0,0.0,0.0229,0.0
1,2024-01-03,jan_1,06:30:00,0.0776,0.0048,0.0255,0.0,0.0,67630.5988,0.1079,0.0776,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,0.0255,0.0
